,date,city,precipitation
464,2021-04-09,SEA,0.0025
465,2021-04-10,SEA,0.034
466,2021-04-11,SEA,0.0
467,2021-04-12,SEA,0.0
468,2021-04-13,SEA,0.0
469,2021-04-14,SEA,0.0
470,2021-04-15,SEA,0.0
471,2021-04-16,SEA,0.0
472,2021-04-17,SEA,0.0
473,2021-04-18,SEA,0.0
474,2021-04-19,SEA,0.0
475,2021-04-20,SEA,0.0
476,2021-04-21,SEA,0.0
477,2021-04-22,SEA,0.0
478,2021-04-23,SEA,0.0
479,2021-04-24,SEA,0.22666666666666668
480,2021-04-25,SEA,0.35000000000000003
481,2021-04-26,SEA,0.0475
482,2021-04-27,SEA,0.0033333333333333335
483,2021-04-28,SEA,0.0
484,2021-04-29,SEA,0.0
485,2021-04-30,SEA,0.06999999999999999
486,2021-05-01,SEA,0.023333333333333334
487,2021-05-02,SEA,0.02
488,2021-05-03,SEA,0.0
489,2021-05-04,SEA,0.24
490,2021-05-05,SEA,0.0025
491,2021-05-06,SEA,0.0
492,2021-05-07,SEA,0.004
493,2021-05-08,SEA,0.182
494,2021-05-09,SEA,0.028000000000000004
495,2021-05-10,SEA,0.0
496,2021-05-11,SEA,0.0
497,2021-05-12,SEA,0.0
498,2021-05-13,SEA,0.0
499,2021-05-14,SEA,0.0
500,2021-05-15,SEA,0.0
501,2021-05-16,SEA,0.0
502,2021-05-17,SEA,0.014000000000000002
503,2021-05-18,SEA,0.07500000000000001
504,2021-05-19,SEA,0.22199999999999998
505,2021-05-20,SEA,0.005
506,2021-05-21,SEA,0.0
507,2021-05-22,SEA,0.0
508,2021-05-23,SEA,0.0
509,2021-05-24,SEA,0.066
510,2021-05-25,SEA,0.026000000000000002
511,2021-05-26,SEA,0.005
512,2021-05-27,SEA,0.22800000000000004
513,2021-05-28,SEA,0.11800000000000002
514,2021-05-29,SEA,0.0
515,2021-05-30,SEA,0.0
516,2021-05-31,SEA,0.0
517,2021-06-01,SEA,0.0
518,2021-06-02,SEA,0.0
519,2021-06-03,SEA,0.0
520,2021-06-04,SEA,0.0
521,2021-06-05,SEA,0.030000000000000006
522,2021-06-06,SEA,0.0
523,2021-06-07,SEA,0.588
524,2021-06-08,SEA,0.004
525,2021-06-09,SEA,0.0033333333333333335
526,2021-06-10,SEA,0.0
527,2021-06-11,SEA,0.115
528,2021-06-12,SEA,0.40249999999999997
529,2021-06-13,SEA,0.42333333333333334
530,2021-06-14,SEA,0.462
531,2021-06-15,SEA,0.06000000000000001
532,2021-06-16,SEA,0.0
533,2021-06-17,SEA,0.0
534,2021-06-18,SEA,0.0
535,2021-06-19,SEA,0.0
536,2021-06-20,SEA,0.0
537,2021-06-21,SEA,0.0
538,2021-06-22,SEA,0.0
539,2021-06-23,SEA,0.0
540,2021-06-24,SEA,0.0
541,2021-06-25,SEA,0.0
542,2021-06-26,SEA,0.0
543,2021-06-27,SEA,0.0
544,2021-06-28,SEA,0.0
545,2021-06-29,SEA,0.0
546,2021-06-30,SEA,0.0
547,2021-07-01,SEA,0.0
548,2021-07-02,SEA,0.0
549,2021-07-03,SEA,0.0
550,2021-07-04,SEA,0.0
551,2021-07-05,SEA,0.0
552,2021-07-06,SEA,0.0
553,2021-07-07,SEA,0.0
554,2021-07-08,SEA,0.0
555,2021-07-09,SEA,0.2
556,2021-07-10,SEA,0.0
557,2021-07-11,SEA,0.0
558,2021-07-12,SEA,0.0
559,2021-07-13,SEA,0.0
560,2021-07-14,SEA,0.0
561,2021-07-15,SEA,0.0
562,2021-07-16,SEA,0.0
563,2021-07-17,SEA,0.0
564,2021-07-18,SEA,0.0
565,2021-07-19,SEA,0.0
566,2021-07-20,SEA,0.022500000000000003
567,2021-07-21,SEA,0.023333333333333334
568,2021-07-22,SEA,0.0
569,2021-07-23,SEA,0.0
570,2021-07-24,SEA,0.0
571,2021-07-25,SEA,0.0
572,2021-07-26,SEA,0.0
573,2021-07-27,SEA,0.0
574,2021-07-28,SEA,0.0
575,2021-07-29,SEA,0.0
576,2021-07-30,SEA,0.0
577,2021-07-31,SEA,0.0
578,2021-08-01,SEA,0.0
579,2021-08-02,SEA,0.0
580,2021-08-03,SEA,0.0
581,2021-08-04,SEA,0.0125
582,2021-08-05,SEA,0.0
583,2021-08-06,SEA,0.05
584,2021-08-07,SEA,0.0225
585,2021-08-08,SEA,0.0925
586,2021-08-09,SEA,0.0025
587,2021-08-10,SEA,0.0
588,2021-08-11,SEA,0.0
589,2021-08-12,SEA,0.0
590,2021-08-13,SEA,0.0
591,2021-08-14,SEA,0.0
592,2021-08-15,SEA,0.0
593,2021-08-16,SEA,0.0
594,2021-08-17,SEA,0.0
595,2021-08-18,SEA,0.0
596,2021-08-19,SEA,0.0
597,2021-08-20,SEA,0.0
598,2021-08-21,SEA,0.0
599,2021-08-22,SEA,0.0
600,2021-08-23,SEA,0.0
601,2021-08-24,SEA,0.0
602,2021-08-25,SEA,0.0
603,2021-08-26,SEA,0.0
604,2021-08-27,SEA,0.05
605,2021-08-28,SEA,0.0175
606,2021-08-29,SEA,0.0
607,2021-08-30,SEA,0.0
608,2021-08-31,SEA,0.005
609,2021-09-01,SEA,0.0
610,2021-09-02,SEA,0.0
611,2021-09-03,SEA,0.0
612,2021-09-04,SEA,0.0
613,2021-09-05,SEA,0.0
614,2021-09-06,SEA,0.006666666666666667
615,2021-09-07,SEA,0.0
616,2021-09-08,SEA,0.0025
617,2021-09-09,SEA,0.0
618,2021-09-10,SEA,0.0
619,2021-09-11,SEA,0.01
620,2021-09-12,SEA,0.023333333333333334
621,2021-09-13,SEA,0.02666666666666667
622,2021-09-14,SEA,0.0
623,2021-09-15,SEA,0.034
624,2021-09-16,SEA,0.0
625,2021-09-17,SEA,0.12166666666666666
626,2021-09-18,SEA,0.808
627,2021-09-19,SEA,0.4666666666666666
628,2021-09-20,SEA,0.14666666666666667
629,2021-09-21,SEA,0.0
630,2021-09-22,SEA,0.01
631,2021-09-23,SEA,0.0
632,2021-09-24,SEA,0.0
633,2021-09-25,SEA,0.0
634,2021-09-26,SEA,0.12
635,2021-09-27,SEA,0.716
636,2021-09-28,SEA,0.362
637,2021-09-29,SEA,0.033999999999999996
638,2021-09-30,SEA,0.27199999999999996
